Date and Time,Travel Time,Travel Minutes,State
2024-11-12 00:00:00,1 hour 29 mins,89,Medium
2024-11-12 00:10:00,1 hour 28 mins,88,Medium
2024-11-12 00:20:00,1 hour 28 mins,88,Medium
2024-11-12 00:30:00,1 hour 27 mins,87,Low
2024-11-12 00:40:00,1 hour 28 mins,88,Medium
2024-11-12 00:50:00,1 hour 28 mins,88,Medium
2024-11-12 01:00:00,1 hour 29 mins,89,Medium
2024-11-12 01:10:00,1 hour 29 mins,89,Medium
2024-11-12 01:20:00,1 hour 30 mins,90,Medium
2024-11-12 01:30:00,1 hour 29 mins,89,Medium
2024-11-12 01:40:00,1 hour 30 mins,90,Medium
2024-11-12 01:50:00,1 hour 29 mins,89,Medium
2024-11-12 02:00:00,1 hour 27 mins,87,Low
2024-11-12 02:10:00,1 hour 26 mins,86,Low
2024-11-12 02:20:00,1 hour 27 mins,87,Low
2024-11-12 02:30:00,1 hour 28 mins,88,Medium
2024-11-12 02:40:00,1 hour 25 mins,85,Low
2024-11-12 02:50:00,1 hour 25 mins,85,Low
2024-11-12 03:00:00,1 hour 24 mins,84,Low
2024-11-12 03:10:00,1 hour 27 mins,87,Low
2024-11-12 03:20:00,1 hour 27 mins,87,Low
2024-11-12 03:30:00,1 hour 24 mins,84,Low
2024-11-12 03:40:00,1 hour 24 mins,84,Low
2024-11-12 03:50:00,1 hour 23 mins,83,Low
2024-11-12 04:00:00,1 hour 23 mins,83,Low
2024-11-12 04:10:00,1 hour 23 mins,83,Low
2024-11-12 04:20:00,1 hour 24 mins,84,Low
2024-11-12 04:30:00,1 hour 24 mins,84,Low
2024-11-12 04:40:00,1 hour 24 mins,84,Low
2024-11-12 04:50:00,1 hour 23 mins,83,Low
2024-11-12 05:00:00,1 hour 23 mins,83,Low
2024-11-12 05:10:00,1 hour 23 mins,83,Low
2024-11-12 05:20:00,1 hour 25 mins,85,Low
2024-11-12 05:30:00,1 hour 25 mins,85,Low
2024-11-12 05:40:00,1 hour 27 mins,87,Low
2024-11-12 05:50:00,1 hour 30 mins,90,Medium
2024-11-12 06:00:00,1 hour 33 mins,93,High
2024-11-12 06:10:00,1 hour 39 mins,99,High
2024-11-12 06:20:00,1 hour 41 mins,101,High
2024-11-12 06:30:00,1 hour 48 mins,108,High
2024-11-12 06:40:00,1 hour 50 mins,110,High
2024-11-12 06:50:00,1 hour 52 mins,112,High
2024-11-12 07:00:00,1 hour 52 mins,112,High
2024-11-12 07:10:00,1 hour 51 mins,111,High
2024-11-12 07:20:00,1 hour 49 mins,109,High
2024-11-12 07:30:00,1 hour 47 mins,107,High
2024-11-12 07:40:00,1 hour 44 mins,104,High
2024-11-12 07:50:00,1 hour 42 mins,102,High
2024-11-12 08:00:00,1 hour 40 mins,100,High
2024-11-12 08:10:00,1 hour 38 mins,98,High
2024-11-12 08:20:00,1 hour 36 mins,96,High
2024-11-12 08:30:00,1 hour 35 mins,95,High
2024-11-12 08:40:00,1 hour 34 mins,94,High
2024-11-12 08:50:00,1 hour 33 mins,93,High
2024-11-12 09:00:00,1 hour 32 mins,92,Medium
2024-11-12 09:10:00,1 hour 32 mins,92,Medium
2024-11-12 09:20:00,1 hour 32 mins,92,Medium
2024-11-12 09:30:00,1 hour 31 mins,91,Medium
2024-11-12 09:40:00,1 hour 31 mins,91,Medium
2024-11-12 09:50:00,1 hour 31 mins,91,Medium
2024-11-12 10:00:00,1 hour 32 mins,92,Medium
2024-11-12 10:10:00,1 hour 32 mins,92,Medium
2024-11-12 10:20:00,1 hour 32 mins,92,Medium
2024-11-12 10:30:00,1 hour 32 mins,92,Medium
2024-11-12 10:40:00,1 hour 32 mins,92,Medium
2024-11-12 10:50:00,1 hour 32 mins,92,Medium
2024-11-12 11:00:00,1 hour 32 mins,92,Medium
2024-11-12 11:10:00,1 hour 32 mins,92,Medium
2024-11-12 11:20:00,1 hour 32 mins,92,Medium
2024-11-12 11:30:00,1 hour 32 mins,92,Medium
2024-11-12 11:40:00,1 hour 32 mins,92,Medium
2024-11-12 11:50:00,1 hour 33 mins,93,High
2024-11-12 12:00:00,1 hour 33 mins,93,High
2024-11-12 12:10:00,1 hour 33 mins,93,High
2024-11-12 12:20:00,1 hour 33 mins,93,High
2024-11-12 12:30:00,1 hour 33 mins,93,High
2024-11-12 12:40:00,1 hour 32 mins,92,Medium
2024-11-12 12:50:00,1 hour 32 mins,92,Medium
2024-11-12 13:00:00,1 hour 33 mins,93,High
2024-11-12 13:10:00,1 hour 33 mins,93,High
2024-11-12 13:20:00,1 hour 33 mins,93,High
2024-11-12 13:30:00,1 hour 33 mins,93,High
2024-11-12 13:40:00,1 hour 33 mins,93,High
2024-11-12 13:50:00,1 hour 33 mins,93,High
2024-11-12 14:00:00,1 hour 33 mins,93,High
2024-11-12 14:10:00,1 hour 34 mins,94,High
2024-11-12 14:20:00,1 hour 34 mins,94,High
2024-11-12 14:30:00,1 hour 35 mins,95,High
2024-11-12 14:40:00,1 hour 40 mins,100,High
2024-11-12 14:50:00,1 hour 40 mins,100,High
2024-11-12 15:00:00,1 hour 41 mins,101,High
2024-11-12 15:10:00,1 hour 41 mins,101,High
2024-11-12 15:20:00,1 hour 41 mins,101,High
2024-11-12 15:30:00,1 hour 41 mins,101,High
2024-11-12 15:40:00,1 hour 41 mins,101,High
2024-11-12 15:50:00,1 hour 41 mins,101,High
2024-11-12 16:00:00,1 hour 38 mins,98,High
2024-11-12 16:10:00,1 hour 37 mins,97,High
2024-11-12 16:20:00,1 hour 36 mins,96,High
2024-11-12 16:30:00,1 hour 36 mins,96,High
2024-11-12 16:40:00,1 hour 34 mins,94,High
2024-11-12 16:50:00,1 hour 34 mins,94,High
2024-11-12 17:00:00,1 hour 32 mins,92,Medium
2024-11-12 17:10:00,1 hour 32 mins,92,Medium
2024-11-12 17:20:00,1 hour 31 mins,91,Medium
2024-11-12 17:30:00,1 hour 31 mins,91,Medium
2024-11-12 17:40:00,1 hour 30 mins,90,Medium
2024-11-12 17:50:00,1 hour 30 mins,90,Medium
2024-11-12 18:00:00,1 hour 29 mins,89,Medium
2024-11-12 18:10:00,1 hour 29 mins,89,Medium
2024-11-12 18:20:00,1 hour 29 mins,89,Medium
2024-11-12 18:30:00,1 hour 29 mins,89,Medium
2024-11-12 18:40:00,1 hour 29 mins,89,Medium
2024-11-12 18:50:00,1 hour 29 mins,89,Medium
2024-11-12 19:00:00,1 hour 29 mins,89,Medium
2024-11-12 19:10:00,1 hour 29 mins,89,Medium
2024-11-12 19:20:00,1 hour 29 mins,89,Medium
2024-11-12 19:30:00,1 hour 28 mins,88,Medium
2024-11-12 19:40:00,1 hour 28 mins,88,Medium
2024-11-12 19:50:00,1 hour 28 mins,88,Medium
2024-11-12 20:00:00,1 hour 27 mins,87,Low
2024-11-12 20:10:00,1 hour 26 mins,86,Low
2024-11-12 20:20:00,1 hour 26 mins,86,Low
2024-11-12 20:30:00,1 hour 26 mins,86,Low
2024-11-12 20:40:00,1 hour 26 mins,86,Low
2024-11-12 20:50:00,1 hour 25 mins,85,Low
2024-11-12 21:00:00,1 hour 26 mins,86,Low
2024-11-12 21:10:00,1 hour 26 mins,86,Low
2024-11-12 21:20:00,1 hour 26 mins,86,Low
2024-11-12 21:30:00,1 hour 27 mins,87,Low
2024-11-12 21:40:00,1 hour 26 mins,86,Low
2024-11-12 21:50:00,1 hour 26 mins,86,Low
2024-11-12 22:00:00,1 hour 26 mins,86,Low
2024-11-12 22:10:00,1 hour 26 mins,86,Low
2024-11-12 22:20:00,1 hour 25 mins,85,Low
2024-11-12 22:30:00,1 hour 25 mins,85,Low
2024-11-12 22:40:00,1 hour 24 mins,84,Low
2024-11-12 22:50:00,1 hour 25 mins,85,Low
2024-11-12 23:00:00,1 hour 24 mins,84,Low
2024-11-12 23:10:00,1 hour 24 mins,84,Low
2024-11-12 23:20:00,1 hour 24 mins,84,Low
2024-11-12 23:30:00,1 hour 25 mins,85,Low
2024-11-12 23:40:00,1 hour 26 mins,86,Low
2024-11-12 23:50:00,1 hour 27 mins,87,Low
2024-11-13 00:00:00,1 hour 27 mins,87,Low
